task_name,task_id,is_issue,issue_type
ABC,ABC_108,0,
ABC,ABC_112,0,
ABC,ABC_116,0,
ABC,ABC_119,0,
ABC,ABC_122,0,
ABC,ABC_123,1,
ABC,ABC_124,0,
ABC,ABC_135,1,
ABC,ABC_35,0,
ABC,ABC_48,1,
ABC,ABC_57,0,
ABC,ABC_61,1,
ABC,ABC_62,1,
ABC,ABC_63,1,
ABC,ABC_64,0,
ABC,ABC_68,1,
ABC,ABC_73,0,
ABC,ABC_74,0,
ABC,ABC_79,0,
ABC,ABC_81,0,
ABC,ABC_84,0,
ABC,ABC_86,0,
ABC,ABC_88,1,
ABC,ABC_90,1,
ABC,ABC_91,0,
ABC,ABC_94,0,
ClimateBenchmark,ClimateBenchmark_100,1,
ClimateBenchmark,ClimateBenchmark_111,1,
ClimateBenchmark,ClimateBenchmark_114,1,
ClimateBenchmark,ClimateBenchmark_12,1,
ClimateBenchmark,ClimateBenchmark_136,0,
ClimateBenchmark,ClimateBenchmark_14,1,
ClimateBenchmark,ClimateBenchmark_141,1,
ClimateBenchmark,ClimateBenchmark_151,0,
ClimateBenchmark,ClimateBenchmark_153,0,
ClimateBenchmark,ClimateBenchmark_155,0,
ClimateBenchmark,ClimateBenchmark_156,0,
ClimateBenchmark,ClimateBenchmark_159,1,
ClimateBenchmark,ClimateBenchmark_167,1,
ClimateBenchmark,ClimateBenchmark_172,1,
ClimateBenchmark,ClimateBenchmark_173,1,
ClimateBenchmark,ClimateBenchmark_186,1,
ClimateBenchmark,ClimateBenchmark_189,1,
ClimateBenchmark,ClimateBenchmark_19,1,
ClimateBenchmark,ClimateBenchmark_191,1,
ClimateBenchmark,ClimateBenchmark_30,0,
ClimateBenchmark,ClimateBenchmark_67,1,
ClimateBenchmark,ClimateBenchmark_68,0,
ClimateBenchmark,ClimateBenchmark_72,1,
ClimateBenchmark,ClimateBenchmark_92,0,
ClimateBenchmark,ClimateBenchmark_94,1,
ClimateBenchmark,ClimateBenchmark_98,0,
ITType0Benchmark,ITType0Benchmark_32,1,
ITType0Benchmark,ITType0Benchmark_33,1,
ITType0Benchmark,ITType0Benchmark_36,1,
ITType0Benchmark,ITType0Benchmark_37,1,
ITType0Benchmark,ITType0Benchmark_39,1,
ITType0Benchmark,ITType0Benchmark_42,1,
ITType0Benchmark,ITType0Benchmark_50,1,
ITType0Benchmark,ITType0Benchmark_51,1,
ITType0Benchmark,ITType0Benchmark_59,0,
ITType0Benchmark,ITType0Benchmark_61,0,
ITType0Benchmark,ITType0Benchmark_62,0,
ITType0Benchmark,ITType0Benchmark_70,0,
ITType0Benchmark,ITType0Benchmark_78,0,
ITType0Benchmark,ITType0Benchmark_91,0,
ITType1Benchmark,ITType1Benchmark_10,1,
ITType1Benchmark,ITType1Benchmark_13,1,
ITType1Benchmark,ITType1Benchmark_21,1,
ITType1Benchmark,ITType1Benchmark_31,1,
ITType1Benchmark,ITType1Benchmark_38,1,
ITType1Benchmark,ITType1Benchmark_66,0,
ITType1Benchmark,ITType1Benchmark_77,1,
LangChainMath,LangChainMath_0,0,
LangChainMath,LangChainMath_10,0,
LangChainMath,LangChainMath_11,1,
LangChainMath,LangChainMath_15,0,
LangChainMath,LangChainMath_3,1,
LangChainMultitoolTypeWriterHard,LangChainMultitoolTypeWriterHard_0,0,
LangChainMultitoolTypeWriterHard,LangChainMultitoolTypeWriterHard_15,0,
LangChainMultitoolTypeWriterHard,LangChainMultitoolTypeWriterHard_24,0,
LangChainMultitoolTypeWriterHard,LangChainMultitoolTypeWriterHard_6,0,
LangChainRelational,LangChainRelational_0,0,
LangChainRelational,LangChainRelational_18,0,
LangChainRelational,LangChainRelational_6,1,
LangChainTypeWriterHard,LangChainTypeWriterHard_11,0,
LangChainTypeWriterHard,LangChainTypeWriterHard_18,0,
LangChainTypeWriterHard,LangChainTypeWriterHard_24,0,
LangChainTypeWriterHard,LangChainTypeWriterHard_3,0,
LangChainTypeWriterHard,LangChainTypeWriterHard_5,0,
MultiverseMathHard,MultiverseMathHard_18,0,
MultiverseMathHard,MultiverseMathHard_23,1,
MultiverseMathHard,MultiverseMathHard_28,1,
MultiverseMathHard,MultiverseMathHard_33,0,
MultiverseMathHard,MultiverseMathHard_41,1,
MultiverseMathHard,MultiverseMathHard_47,0,
MultiverseMathHard,MultiverseMathHard_53,0,
MultiverseMathHard,MultiverseMathHard_63,1,
MultiverseMathHard,MultiverseMathHard_83,1,
MultiverseMathHard,MultiverseMathHard_85,1,
MultiverseMathHard,MultiverseMathHard_9,1,
MultiverseMathHard,MultiverseMathHard_90,1,
NVDLibraryBenchmark,NVDLibraryBenchmark_11,0,
NVDLibraryBenchmark,NVDLibraryBenchmark_18,1,
NVDLibraryBenchmark,NVDLibraryBenchmark_19,1,
NVDLibraryBenchmark,NVDLibraryBenchmark_21,1,
NVDLibraryBenchmark,NVDLibraryBenchmark_63,1,
NVDLibraryBenchmark,NVDLibraryBenchmark_64,0,
TicketTracking,TicketTracking_10,1,
TMIHallucination,TMIHallucination_23,1,
TMIHallucination,TMIHallucination_31,1,
TMIHallucination,TMIHallucination_52,1,
TMIHallucination,TMIHallucination_53,1,
VirusTotalAgentic,VirusTotalAgentic_18,1,
